,ANO,MÊS,GRANDE REGIÃO,UNIDADE DA FEDERAÇÃO,PRODUTOR,PRODUTO,PRODUÇÃO
17305,2019,JUN,REGIÃO CENTRO-OESTE,GOIÁS,BINATURAL,BIODIESEL,"14021,388"
17306,2019,JUL,REGIÃO CENTRO-OESTE,GOIÁS,BINATURAL,BIODIESEL,"10447,866"
17307,2019,ABR,REGIÃO CENTRO-OESTE,GOIÁS,BINATURAL,BIODIESEL,"11183,952"
17308,2019,MAI,REGIÃO CENTRO-OESTE,GOIÁS,BINATURAL,BIODIESEL,"12343,418"
17309,2019,AGO,REGIÃO CENTRO-OESTE,GOIÁS,BINATURAL,BIODIESEL,"12086,672"
17310,2019,NOV,REGIÃO CENTRO-OESTE,GOIÁS,BINATURAL,BIODIESEL,"14127,95"
17311,2019,DEZ,REGIÃO CENTRO-OESTE,GOIÁS,BINATURAL,BIODIESEL,"14261,163"
17312,2019,SET,REGIÃO CENTRO-OESTE,GOIÁS,BINATURAL,BIODIESEL,"14178,573"
17313,2019,OUT,REGIÃO CENTRO-OESTE,GOIÁS,BINATURAL,BIODIESEL,"14809,671"
17314,2019,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO OLEO,BIODIESEL,"420,47"
17315,2019,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO OLEO,BIODIESEL,"408,85"
17316,2019,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO OLEO,BIODIESEL,"607,2"
17317,2019,MAR,REGIÃO CENTRO-OESTE,GOIÁS,BINATURAL,BIODIESEL,"14381,157"
17318,2019,FEV,REGIÃO SUL,RIO GRANDE DO SUL,BIANCHINI,BIODIESEL,"23666,926"
17319,2019,MAR,REGIÃO SUL,RIO GRANDE DO SUL,BIANCHINI,BIODIESEL,"29844,26"
17320,2019,DEZ,REGIÃO SUDESTE,SÃO PAULO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,"13314,695"
17321,2019,JAN,REGIÃO SUL,RIO GRANDE DO SUL,BIANCHINI,BIODIESEL,"24235,956"
17322,2019,ABR,REGIÃO SUL,RIO GRANDE DO SUL,BIANCHINI,BIODIESEL,"24430,736"
17323,2019,JUL,REGIÃO SUL,RIO GRANDE DO SUL,BIANCHINI,BIODIESEL,"31153,303"
17324,2019,AGO,REGIÃO SUL,RIO GRANDE DO SUL,BIANCHINI,BIODIESEL,"28443,253"
17325,2019,MAI,REGIÃO SUL,RIO GRANDE DO SUL,BIANCHINI,BIODIESEL,"30034,766"
17326,2019,JUN,REGIÃO SUL,RIO GRANDE DO SUL,BIANCHINI,BIODIESEL,"24075,709"
17327,2019,MAI,REGIÃO SUDESTE,SÃO PAULO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,"11370,259"
17328,2019,JUN,REGIÃO SUDESTE,SÃO PAULO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,"13713,448"
17329,2019,MAR,REGIÃO SUDESTE,SÃO PAULO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,"13862,174"
17330,2019,ABR,REGIÃO SUDESTE,SÃO PAULO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,"12715,179"
17331,2019,JUL,REGIÃO SUDESTE,SÃO PAULO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,"12313,84"
17332,2019,OUT,REGIÃO SUDESTE,SÃO PAULO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,"15077,566"
17333,2019,NOV,REGIÃO SUDESTE,SÃO PAULO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,"14474,684"
17334,2019,AGO,REGIÃO SUDESTE,SÃO PAULO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,"14181,034"
17335,2019,SET,REGIÃO SUDESTE,SÃO PAULO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,"14499,501"
17336,2019,JAN,REGIÃO CENTRO-OESTE,GOIÁS,BINATURAL,BIODIESEL,"14803,977"
17337,2019,FEV,REGIÃO CENTRO-OESTE,GOIÁS,BINATURAL,BIODIESEL,"11653,811"
17338,2019,NOV,REGIÃO SUL,RIO GRANDE DO SUL,BIANCHINI,BIODIESEL,"29904,432"
17339,2019,DEZ,REGIÃO SUL,RIO GRANDE DO SUL,BIANCHINI,BIODIESEL,"32405,574"
17340,2019,SET,REGIÃO SUL,RIO GRANDE DO SUL,BIANCHINI,BIODIESEL,"27055,189"
17341,2019,OUT,REGIÃO SUL,RIO GRANDE DO SUL,BIANCHINI,BIODIESEL,"29336,652"
17342,2019,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOPAR PARECIS,BIODIESEL,"8707,562"
17343,2019,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOPAR PARECIS,BIODIESEL,"7176,93"
17344,2019,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOPAR PARECIS,BIODIESEL,"7620,164"
17345,2019,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOPAR PARECIS,BIODIESEL,"7567,244"
17346,2019,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOCAMP,BIODIESEL,"8533,813"
17347,2019,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOCAMP,BIODIESEL,"8423,375"
17348,2019,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOCAMP,BIODIESEL,"8686,989"
17349,2019,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOCAMP,BIODIESEL,"8622,143"
17350,2019,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOCAMP,BIODIESEL,"8523,669"
17351,2019,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOCAMP,BIODIESEL,"8575,076"
17352,2019,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOCAMP,BIODIESEL,"8534,669"
17353,2019,JUN,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOCAMP,BIODIESEL,"8433,455"
17354,2019,JUL,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOCAMP,BIODIESEL,"8607,955"
17355,2019,JUL,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO OLEO,BIODIESEL,"781,64"
17356,2019,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO OLEO,BIODIESEL,"68,6"
17357,2019,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO OLEO,BIODIESEL,"990,4"
17358,2019,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO OLEO,BIODIESEL,"1110,14"
17359,2019,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO OLEO,BIODIESEL,"625,6"
17360,2019,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO OLEO,BIODIESEL,"1427,45"
17361,2019,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO OLEO,BIODIESEL,"1485,02"
17362,2019,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOCAMP,BIODIESEL,"8532,095"
17363,2019,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOCAMP,BIODIESEL,"8553,602"
17364,2019,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOCAMP,BIODIESEL,"8562,019"
17365,2019,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,ADM (RONDONOPOLIS),BIODIESEL,"25271,402"
17366,2019,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,ADM (RONDONOPOLIS),BIODIESEL,"32731,905"
17367,2019,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,ADM (RONDONOPOLIS),BIODIESEL,"19900,599"
17368,2019,JUN,REGIÃO CENTRO-OESTE,MATO GROSSO,ADM (RONDONOPOLIS),BIODIESEL,"23649,046"
17369,2019,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,ADM (RONDONOPOLIS),BIODIESEL,"26042,104"
17370,2019,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,ADM (RONDONOPOLIS),BIODIESEL,"25640,719"
17371,2019,JUN,REGIÃO SUL,SANTA CATARINA,ADM (JOAÇABA),BIODIESEL,"9691,232"
17372,2019,JUL,REGIÃO SUL,SANTA CATARINA,ADM (JOAÇABA),BIODIESEL,"11067,184"
17373,2019,ABR,REGIÃO SUL,SANTA CATARINA,ADM (JOAÇABA),BIODIESEL,"11243,679"
17374,2019,MAI,REGIÃO SUL,SANTA CATARINA,ADM (JOAÇABA),BIODIESEL,"9513,56"
17375,2019,AGO,REGIÃO SUL,SANTA CATARINA,ADM (JOAÇABA),BIODIESEL,"10426,118"
17376,2019,NOV,REGIÃO SUL,SANTA CATARINA,ADM (JOAÇABA),BIODIESEL,"9409,159"
17377,2019,DEZ,REGIÃO SUL,SANTA CATARINA,ADM (JOAÇABA),BIODIESEL,"14941,027"
17378,2019,SET,REGIÃO SUL,SANTA CATARINA,ADM (JOAÇABA),BIODIESEL,"12273,281"
17379,2019,OUT,REGIÃO SUL,SANTA CATARINA,ADM (JOAÇABA),BIODIESEL,"12200,977"
17380,2019,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,ADM (RONDONOPOLIS),BIODIESEL,"31645,793"
17381,2019,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,ADM (RONDONOPOLIS),BIODIESEL,"33301,388"
17382,2019,JUL,REGIÃO CENTRO-OESTE,MATO GROSSO,ADM (RONDONOPOLIS),BIODIESEL,"28280,133"
17383,2019,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,ADM (RONDONOPOLIS),BIODIESEL,"25739,654"
17384,2019,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,ADM (RONDONOPOLIS),BIODIESEL,"30340,546"
17385,2019,FEV,REGIÃO SUL,SANTA CATARINA,ADM (JOAÇABA),BIODIESEL,"9000,733"
17386,2019,MAR,REGIÃO SUL,SANTA CATARINA,ADM (JOAÇABA),BIODIESEL,"11110,276"
17387,2019,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,ADM (RONDONOPOLIS),BIODIESEL,"32158,992"
17388,2019,JAN,REGIÃO SUL,SANTA CATARINA,ADM (JOAÇABA),BIODIESEL,"9596,176"
17389,2019,JAN,REGIÃO SUDESTE,SÃO PAULO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,13718
17390,2019,FEV,REGIÃO SUDESTE,SÃO PAULO,JBS (EX-BRACOL EX-BERTIN),BIODIESEL,"12809,415"
17391,2019,JAN,REGIÃO NORTE,RONDÔNIA,AMAZONBIO,BIODIESEL,"1709,281"
17392,2019,FEV,REGIÃO NORTE,RONDÔNIA,AMAZONBIO,BIODIESEL,"2067,38"
17393,2019,MAR,REGIÃO NORTE,RONDÔNIA,AMAZONBIO,BIODIESEL,"1347,292"
17394,2019,JUN,REGIÃO NORTE,RONDÔNIA,AMAZONBIO,BIODIESEL,"1772,296"
17395,2019,JUL,REGIÃO NORTE,RONDÔNIA,AMAZONBIO,BIODIESEL,"944,964"
17396,2019,ABR,REGIÃO NORTE,RONDÔNIA,AMAZONBIO,BIODIESEL,"1466,925"
17397,2019,MAI,REGIÃO NORTE,RONDÔNIA,AMAZONBIO,BIODIESEL,"1594,446"
17398,2019,OUT,REGIÃO NORTE,RONDÔNIA,AMAZONBIO,BIODIESEL,"943,116"
17399,2019,NOV,REGIÃO NORTE,RONDÔNIA,AMAZONBIO,BIODIESEL,"1210,522"
17400,2019,AGO,REGIÃO NORTE,RONDÔNIA,AMAZONBIO,BIODIESEL,"745,274"
17401,2019,SET,REGIÃO NORTE,RONDÔNIA,AMAZONBIO,BIODIESEL,"938,051"
17402,2019,DEZ,REGIÃO NORTE,RONDÔNIA,AMAZONBIO,BIODIESEL,"1121,976"
17403,2019,JUL,REGIÃO CENTRO-OESTE,MATO GROSSO,BUNGE,BIODIESEL,"13849,428"
17404,2019,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,BUNGE,BIODIESEL,"15171,211"
17405,2019,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,BUNGE,BIODIESEL,"6773,444"
17406,2019,JUN,REGIÃO CENTRO-OESTE,MATO GROSSO,BUNGE,BIODIESEL,"14813,783"
17407,2019,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,BUNGE,BIODIESEL,"14350,244"
17408,2019,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,BUNGE,BIODIESEL,"14551,696"
17409,2019,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,CAIBIENSE,BIODIESEL,"1768,411"
17410,2019,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,BUNGE,BIODIESEL,"15147,775"
17411,2019,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,BUNGE,BIODIESEL,"14352,826"
17412,2019,OUT,REGIÃO SUL,PARANÁ,BSBIOS MARIALVA,BIODIESEL,"35688,755"
17413,2019,NOV,REGIÃO SUL,PARANÁ,BSBIOS MARIALVA,BIODIESEL,"32109,199"
17414,2019,AGO,REGIÃO SUL,PARANÁ,BSBIOS MARIALVA,BIODIESEL,"23820,009"
17415,2019,SET,REGIÃO SUL,PARANÁ,BSBIOS MARIALVA,BIODIESEL,"34760,765"
17416,2019,DEZ,REGIÃO SUL,PARANÁ,BSBIOS MARIALVA,BIODIESEL,"26486,962"
17417,2019,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,BUNGE,BIODIESEL,"15210,857"
17418,2019,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,BUNGE,BIODIESEL,"14238,321"
17419,2019,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,BUNGE,BIODIESEL,"6578,885"
17420,2019,JAN,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (IJUI),BIODIESEL,"2680,201"
17421,2019,FEV,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (IJUI),BIODIESEL,"3051,283"
17422,2019,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,CAIBIENSE,BIODIESEL,"2039,008"
17423,2019,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,CAIBIENSE,BIODIESEL,"2200,706"
17424,2019,MAR,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (IJUI),BIODIESEL,"10201,5"
17425,2019,JUN,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (IJUI),BIODIESEL,"10123,764"
17426,2019,JUL,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (IJUI),BIODIESEL,"12075,83"
17427,2019,ABR,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (IJUI),BIODIESEL,"9524,848"
17428,2019,MAI,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (IJUI),BIODIESEL,"8186,228"
17429,2019,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,CAIBIENSE,BIODIESEL,"2327,062"
17430,2019,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,CAIBIENSE,BIODIESEL,"1094,912"
17431,2019,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,CAIBIENSE,BIODIESEL,"1485,244"
17432,2019,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,CAIBIENSE,BIODIESEL,"2041,686"
17433,2019,JUN,REGIÃO CENTRO-OESTE,MATO GROSSO,CAIBIENSE,BIODIESEL,"819,163"
17434,2019,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,CAIBIENSE,BIODIESEL,"2325,84"
17435,2019,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,CAIBIENSE,BIODIESEL,"2869,221"
17436,2019,JUL,REGIÃO CENTRO-OESTE,MATO GROSSO,CAIBIENSE,BIODIESEL,"1295,422"
17437,2019,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,CAIBIENSE,BIODIESEL,"1763,338"
17438,2019,JUL,REGIÃO SUL,PARANÁ,BSBIOS MARIALVA,BIODIESEL,"26855,689"
17439,2019,DEZ,REGIÃO SUL,RIO GRANDE DO SUL,BSBIOS PASSO FUNDO,BIODIESEL,"24991,956"
17440,2019,JAN,REGIÃO SUL,PARANÁ,BSBIOS MARIALVA,BIODIESEL,"22789,372"
17441,2019,OUT,REGIÃO SUL,RIO GRANDE DO SUL,BSBIOS PASSO FUNDO,BIODIESEL,"24685,516"
17442,2019,NOV,REGIÃO SUL,RIO GRANDE DO SUL,BSBIOS PASSO FUNDO,BIODIESEL,"24073,794"
17443,2019,FEV,REGIÃO SUL,PARANÁ,BSBIOS MARIALVA,BIODIESEL,"22467,77"
17444,2019,MAI,REGIÃO SUL,PARANÁ,BSBIOS MARIALVA,BIODIESEL,"24830,913"
17445,2019,JUN,REGIÃO SUL,PARANÁ,BSBIOS MARIALVA,BIODIESEL,"24051,764"
17446,2019,MAR,REGIÃO SUL,PARANÁ,BSBIOS MARIALVA,BIODIESEL,"19155,174"
17447,2019,ABR,REGIÃO SUL,PARANÁ,BSBIOS MARIALVA,BIODIESEL,"24122,666"
17448,2019,MAR,REGIÃO SUL,RIO GRANDE DO SUL,BSBIOS PASSO FUNDO,BIODIESEL,"20192,291"
17449,2019,ABR,REGIÃO SUL,RIO GRANDE DO SUL,BSBIOS PASSO FUNDO,BIODIESEL,"24746,143"
17450,2019,JAN,REGIÃO SUL,RIO GRANDE DO SUL,BSBIOS PASSO FUNDO,BIODIESEL,"24541,916"
17451,2019,FEV,REGIÃO SUL,RIO GRANDE DO SUL,BSBIOS PASSO FUNDO,BIODIESEL,"21392,721"
17452,2019,MAI,REGIÃO SUL,RIO GRANDE DO SUL,BSBIOS PASSO FUNDO,BIODIESEL,"25218,279"
17453,2019,AGO,REGIÃO SUL,RIO GRANDE DO SUL,BSBIOS PASSO FUNDO,BIODIESEL,"24905,898"
17454,2019,SET,REGIÃO SUL,RIO GRANDE DO SUL,BSBIOS PASSO FUNDO,BIODIESEL,"24286,21"
17455,2019,JUN,REGIÃO SUL,RIO GRANDE DO SUL,BSBIOS PASSO FUNDO,BIODIESEL,"24061,155"
17456,2019,JUL,REGIÃO SUL,RIO GRANDE DO SUL,BSBIOS PASSO FUNDO,BIODIESEL,"24592,144"
17457,2019,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,CARAMURU (SORRISO),BIODIESEL,8195
17458,2019,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,CARAMURU (SORRISO),BIODIESEL,"7494,247"
17459,2019,JUN,REGIÃO CENTRO-OESTE,MATO GROSSO,CARAMURU (SORRISO),BIODIESEL,"7271,486"
17460,2019,JUL,REGIÃO CENTRO-OESTE,MATO GROSSO,CARAMURU (SORRISO),BIODIESEL,8299
17461,2019,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,CARAMURU (SORRISO),BIODIESEL,8391
17462,2019,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,CARGILL,BIODIESEL,"19973,938"
17463,2019,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,CARGILL,BIODIESEL,"13473,899"
17464,2019,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,CARAMURU (SORRISO),BIODIESEL,6077
17465,2019,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,CARAMURU (SORRISO),BIODIESEL,7010
17466,2019,NOV,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (IPAMERI),BIODIESEL,"13767,815"
17467,2019,DEZ,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (IPAMERI),BIODIESEL,"13847,826"
17468,2019,SET,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (IPAMERI),BIODIESEL,"14321,703"
17469,2019,OUT,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (IPAMERI),BIODIESEL,"16429,836"
17470,2019,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,CARAMURU (SORRISO),BIODIESEL,6662
17471,2019,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,CARAMURU (SORRISO),BIODIESEL,"8552,494"
17472,2019,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,CARAMURU (SORRISO),BIODIESEL,"6689,46"
17473,2019,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,CARAMURU (SORRISO),BIODIESEL,2472
17474,2019,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,CARAMURU (SORRISO),BIODIESEL,8533
17475,2019,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,CARGILL,BIODIESEL,"20797,457"
17476,2019,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,CARGILL,BIODIESEL,"21220,084"
17477,2019,JUN,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,CARGILL,BIODIESEL,"15230,634"
17478,2019,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,CARGILL,BIODIESEL,"19777,984"
17479,2019,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,CARGILL,BIODIESEL,"21637,844"
17480,2019,JUL,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,CARGILL,BIODIESEL,"21050,894"
17481,2019,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,CARGILL,BIODIESEL,"22163,295"
17482,2019,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,CARGILL,BIODIESEL,"12688,263"
17483,2019,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,CARGILL,BIODIESEL,"21094,161"
17484,2019,SET,REGIÃO CENTRO-OESTE,MATO GROSSO DO SUL,CARGILL,BIODIESEL,"20453,76"
17485,2019,AGO,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (IPAMERI),BIODIESEL,"13121,932"
17486,2019,JAN,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (SÃO SIMÃO),BIODIESEL,"14291,558"
17487,2019,OUT,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (IJUI),BIODIESEL,"14250,47"
17488,2019,NOV,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (IJUI),BIODIESEL,"12776,296"
17489,2019,AGO,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (IJUI),BIODIESEL,"8654,12"
17490,2019,SET,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (IJUI),BIODIESEL,"14394,408"
17491,2019,DEZ,REGIÃO SUL,RIO GRANDE DO SUL,CAMERA (IJUI),BIODIESEL,"8789,314"
17492,2019,JAN,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (IPAMERI),BIODIESEL,"10328,999"
17493,2019,FEV,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (IPAMERI),BIODIESEL,"11489,673"
17494,2019,NOV,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (SÃO SIMÃO),BIODIESEL,"14713,837"
17495,2019,DEZ,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (SÃO SIMÃO),BIODIESEL,"14543,343"
17496,2019,MAR,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (IPAMERI),BIODIESEL,"11083,971"
17497,2019,JUN,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (IPAMERI),BIODIESEL,"16001,42"
17498,2019,JUL,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (IPAMERI),BIODIESEL,"15206,142"
17499,2019,ABR,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (IPAMERI),BIODIESEL,"12267,754"
17500,2019,MAI,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (IPAMERI),BIODIESEL,"12097,413"
17501,2019,ABR,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (SÃO SIMÃO),BIODIESEL,"12876,259"
17502,2019,MAI,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (SÃO SIMÃO),BIODIESEL,"13629,505"
17503,2019,FEV,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (SÃO SIMÃO),BIODIESEL,"8264,78"
17504,2019,MAR,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (SÃO SIMÃO),BIODIESEL,"10779,555"
17505,2019,JUN,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (SÃO SIMÃO),BIODIESEL,"13703,856"
17506,2019,SET,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (SÃO SIMÃO),BIODIESEL,"14179,047"
17507,2019,OUT,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (SÃO SIMÃO),BIODIESEL,"15241,221"
17508,2019,JUL,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (SÃO SIMÃO),BIODIESEL,"15738,918"
17509,2019,AGO,REGIÃO CENTRO-OESTE,GOIÁS,CARAMURU (SÃO SIMÃO),BIODIESEL,"15062,615"
17510,2019,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO VIDA,BIODIESEL,650
17511,2019,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO VIDA,BIODIESEL,1350
17512,2019,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO VIDA,BIODIESEL,"575,2"
17513,2019,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO VIDA,BIODIESEL,"1032,707"
17514,2019,JAN,REGIÃO SUL,RIO GRANDE DO SUL,BOCCHI,BIODIESEL,"901,979"
17515,2019,ABR,REGIÃO SUL,RIO GRANDE DO SUL,BOCCHI,BIODIESEL,"4532,381"
17516,2019,MAI,REGIÃO SUL,RIO GRANDE DO SUL,BOCCHI,BIODIESEL,"3985,725"
17517,2019,MAR,REGIÃO SUL,RIO GRANDE DO SUL,BOCCHI,BIODIESEL,"2287,539"
17518,2019,FEV,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO VIDA,BIODIESEL,"246,514"
17519,2019,MAR,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO VIDA,BIODIESEL,450
17520,2019,JAN,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO VIDA,BIODIESEL,"121,5"
17521,2019,ABR,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO VIDA,BIODIESEL,500
17522,2019,JUL,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO VIDA,BIODIESEL,"218,198"
17523,2019,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO VIDA,BIODIESEL,"381,769"
17524,2019,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO VIDA,BIODIESEL,"433,905"
17525,2019,JUN,REGIÃO CENTRO-OESTE,MATO GROSSO,BIO VIDA,BIODIESEL,"653,285"
17526,2019,JUL,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOPAR PARECIS,BIODIESEL,"7731,726"
17527,2019,AGO,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOPAR PARECIS,BIODIESEL,"8356,545"
17528,2019,MAI,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOPAR PARECIS,BIODIESEL,"5994,211"
17529,2019,JUN,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOPAR PARECIS,BIODIESEL,"7212,668"
17530,2019,SET,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOPAR PARECIS,BIODIESEL,"8804,623"
17531,2019,DEZ,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOPAR PARECIS,BIODIESEL,"8820,921"
17532,2019,OUT,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOPAR PARECIS,BIODIESEL,"9007,644"
17533,2019,NOV,REGIÃO CENTRO-OESTE,MATO GROSSO,BIOPAR PARECIS,BIODIESEL,"8232,321"
17534,2019,AGO,REGIÃO SUL,RIO GRANDE DO SUL,BOCCHI,BIODIESEL,"7402,516"
17535,2019,SET,REGIÃO SUL,RIO GRANDE DO SUL,BOCCHI,BIODIESEL,"8022,975"
