ANO;MÊS;GRANDE REGIÃO;UNIDADE DA FEDERAÇÃO;PRODUTOR;PRODUTO;PRODUÇÃO
2007;SET;REGIÃO CENTRO-OESTE;MATO GROSSO;SSIL;BIODIESEL;0
2007;OUT;REGIÃO CENTRO-OESTE;MATO GROSSO;SSIL;BIODIESEL;0
2007;JAN;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;TECNODIESEL;BIODIESEL;0
2007;ABR;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;TECNODIESEL;BIODIESEL;0
2007;MAI;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;TECNODIESEL;BIODIESEL;0
2007;FEV;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;TECNODIESEL;BIODIESEL;0
2007;MAR;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;TECNODIESEL;BIODIESEL;0
2007;FEV;REGIÃO CENTRO-OESTE;MATO GROSSO;SSIL;BIODIESEL;0
2007;MAR;REGIÃO CENTRO-OESTE;MATO GROSSO;SSIL;BIODIESEL;0
2007;DEZ;REGIÃO SUDESTE;SÃO PAULO;SP Bio;BIODIESEL;0
2007;JAN;REGIÃO CENTRO-OESTE;MATO GROSSO;SSIL;BIODIESEL;0
2007;ABR;REGIÃO CENTRO-OESTE;MATO GROSSO;SSIL;BIODIESEL;0
2007;JUL;REGIÃO CENTRO-OESTE;MATO GROSSO;SSIL;BIODIESEL;0
2007;AGO;REGIÃO CENTRO-OESTE;MATO GROSSO;SSIL;BIODIESEL;0
2007;MAI;REGIÃO CENTRO-OESTE;MATO GROSSO;SSIL;BIODIESEL;0
2007;JUN;REGIÃO CENTRO-OESTE;MATO GROSSO;SSIL;BIODIESEL;0
2007;MAI;REGIÃO SUL;RIO GRANDE DO SUL;TRES TENTOS;BIODIESEL;0
2007;JUN;REGIÃO SUL;RIO GRANDE DO SUL;TRES TENTOS;BIODIESEL;0
2007;MAR;REGIÃO SUL;RIO GRANDE DO SUL;TRES TENTOS;BIODIESEL;0
2007;ABR;REGIÃO SUL;RIO GRANDE DO SUL;TRES TENTOS;BIODIESEL;0
2007;JUL;REGIÃO SUL;RIO GRANDE DO SUL;TRES TENTOS;BIODIESEL;0
2007;OUT;REGIÃO SUL;RIO GRANDE DO SUL;TRES TENTOS;BIODIESEL;0
2007;NOV;REGIÃO SUL;RIO GRANDE DO SUL;TRES TENTOS;BIODIESEL;0
2007;AGO;REGIÃO SUL;RIO GRANDE DO SUL;TRES TENTOS;BIODIESEL;0
2007;SET;REGIÃO SUL;RIO GRANDE DO SUL;TRES TENTOS;BIODIESEL;0
2007;AGO;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;TECNODIESEL;BIODIESEL;0
2007;SET;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;TECNODIESEL;BIODIESEL;0
2007;JUN;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;TECNODIESEL;BIODIESEL;0
2007;JUL;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;TECNODIESEL;BIODIESEL;0
2007;OUT;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;TECNODIESEL;BIODIESEL;0
2007;JAN;REGIÃO SUL;RIO GRANDE DO SUL;TRES TENTOS;BIODIESEL;0
2007;FEV;REGIÃO SUL;RIO GRANDE DO SUL;TRES TENTOS;BIODIESEL;0
2007;NOV;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;TECNODIESEL;BIODIESEL;0
2007;DEZ;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;TECNODIESEL;BIODIESEL;0
2007;OUT;REGIÃO SUL;PARANÁ;POTENCIAL;BIODIESEL;0
2007;AGO;REGIÃO CENTRO-OESTE;GOIÁS;OLFAR;BIODIESEL;0
2007;SET;REGIÃO CENTRO-OESTE;GOIÁS;OLFAR;BIODIESEL;0
2007;JUN;REGIÃO CENTRO-OESTE;GOIÁS;OLFAR;BIODIESEL;0
2007;JUL;REGIÃO CENTRO-OESTE;GOIÁS;OLFAR;BIODIESEL;0
2007;OUT;REGIÃO CENTRO-OESTE;GOIÁS;OLFAR;BIODIESEL;0
2007;JAN;REGIÃO SUL;RIO GRANDE DO SUL;OLFAR;BIODIESEL;0
2007;FEV;REGIÃO SUL;RIO GRANDE DO SUL;OLFAR;BIODIESEL;0
2007;NOV;REGIÃO CENTRO-OESTE;GOIÁS;OLFAR;BIODIESEL;0
2007;DEZ;REGIÃO CENTRO-OESTE;GOIÁS;OLFAR;BIODIESEL;0
2007;NOV;REGIÃO SUDESTE;RIO DE JANEIRO;OLFAR;BIODIESEL;0
2007;DEZ;REGIÃO SUDESTE;RIO DE JANEIRO;OLFAR;BIODIESEL;0
2007;SET;REGIÃO SUDESTE;RIO DE JANEIRO;OLFAR;BIODIESEL;0
2007;OUT;REGIÃO SUDESTE;RIO DE JANEIRO;OLFAR;BIODIESEL;0
2007;JAN;REGIÃO CENTRO-OESTE;GOIÁS;OLFAR;BIODIESEL;0
2007;ABR;REGIÃO CENTRO-OESTE;GOIÁS;OLFAR;BIODIESEL;0
2007;MAI;REGIÃO CENTRO-OESTE;GOIÁS;OLFAR;BIODIESEL;0
2007;FEV;REGIÃO CENTRO-OESTE;GOIÁS;OLFAR;BIODIESEL;0
2007;MAR;REGIÃO CENTRO-OESTE;GOIÁS;OLFAR;BIODIESEL;0
2007;FEV;REGIÃO SUDESTE;SÃO PAULO;ORLANDIA;BIODIESEL;0
2007;MAR;REGIÃO SUDESTE;SÃO PAULO;ORLANDIA;BIODIESEL;0
2007;DEZ;REGIÃO SUL;RIO GRANDE DO SUL;OLFAR;BIODIESEL;0
2007;JAN;REGIÃO SUDESTE;SÃO PAULO;ORLANDIA;BIODIESEL;0
2007;ABR;REGIÃO SUDESTE;SÃO PAULO;ORLANDIA;BIODIESEL;0
2007;JUL;REGIÃO SUDESTE;SÃO PAULO;ORLANDIA;BIODIESEL;0
2007;AGO;REGIÃO SUDESTE;SÃO PAULO;ORLANDIA;BIODIESEL;0
2007;MAI;REGIÃO SUDESTE;SÃO PAULO;ORLANDIA;BIODIESEL;0
2007;JUN;REGIÃO SUDESTE;SÃO PAULO;ORLANDIA;BIODIESEL;0
2007;MAI;REGIÃO SUL;RIO GRANDE DO SUL;OLFAR;BIODIESEL;0
2007;JUN;REGIÃO SUL;RIO GRANDE DO SUL;OLFAR;BIODIESEL;0
2007;MAR;REGIÃO SUL;RIO GRANDE DO SUL;OLFAR;BIODIESEL;0
2007;ABR;REGIÃO SUL;RIO GRANDE DO SUL;OLFAR;BIODIESEL;0
2007;JUL;REGIÃO SUL;RIO GRANDE DO SUL;OLFAR;BIODIESEL;0
2007;OUT;REGIÃO SUL;RIO GRANDE DO SUL;OLFAR;BIODIESEL;0
2007;NOV;REGIÃO SUL;RIO GRANDE DO SUL;OLFAR;BIODIESEL;0
2007;AGO;REGIÃO SUL;RIO GRANDE DO SUL;OLFAR;BIODIESEL;0
2007;SET;REGIÃO SUL;RIO GRANDE DO SUL;OLFAR;BIODIESEL;0
2007;AGO;REGIÃO SUDESTE;RIO DE JANEIRO;OLFAR;BIODIESEL;0
2007;JUL;REGIÃO NORDESTE;CEARÁ;NUTEC;BIODIESEL;0
2007;AGO;REGIÃO NORDESTE;CEARÁ;NUTEC;BIODIESEL;0
2007;MAI;REGIÃO NORDESTE;CEARÁ;NUTEC;BIODIESEL;0
2007;JUN;REGIÃO NORDESTE;CEARÁ;NUTEC;BIODIESEL;0
2007;SET;REGIÃO NORDESTE;CEARÁ;NUTEC;BIODIESEL;0
2007;DEZ;REGIÃO NORDESTE;CEARÁ;NUTEC;BIODIESEL;0
2007;JAN;REGIÃO SUL;RIO GRANDE DO SUL;OLEOPLAN;BIODIESEL;0
2007;OUT;REGIÃO NORDESTE;CEARÁ;NUTEC;BIODIESEL;0
2007;NOV;REGIÃO NORDESTE;CEARÁ;NUTEC;BIODIESEL;0
2007;OUT;REGIÃO CENTRO-OESTE;MATO GROSSO;COFCO;BIODIESEL;0
2007;NOV;REGIÃO CENTRO-OESTE;MATO GROSSO;COFCO;BIODIESEL;0
2007;AGO;REGIÃO CENTRO-OESTE;MATO GROSSO;COFCO;BIODIESEL;0
2007;SET;REGIÃO CENTRO-OESTE;MATO GROSSO;COFCO;BIODIESEL;0
2007;DEZ;REGIÃO CENTRO-OESTE;MATO GROSSO;COFCO;BIODIESEL;0
2007;MAR;REGIÃO NORDESTE;CEARÁ;NUTEC;BIODIESEL;0
2007;ABR;REGIÃO NORDESTE;CEARÁ;NUTEC;BIODIESEL;0
2007;JAN;REGIÃO NORDESTE;CEARÁ;NUTEC;BIODIESEL;0
2007;FEV;REGIÃO NORDESTE;CEARÁ;NUTEC;BIODIESEL;0
2007;JAN;REGIÃO SUDESTE;RIO DE JANEIRO;OLFAR;BIODIESEL;0
2007;FEV;REGIÃO SUDESTE;RIO DE JANEIRO;OLFAR;BIODIESEL;0
2007;NOV;REGIÃO SUL;RIO GRANDE DO SUL;OLEOPLAN;BIODIESEL;2811,46
2007;DEZ;REGIÃO SUL;RIO GRANDE DO SUL;OLEOPLAN;BIODIESEL;0
2007;MAR;REGIÃO SUDESTE;RIO DE JANEIRO;OLFAR;BIODIESEL;0
2007;JUN;REGIÃO SUDESTE;RIO DE JANEIRO;OLFAR;BIODIESEL;0
2007;JUL;REGIÃO SUDESTE;RIO DE JANEIRO;OLFAR;BIODIESEL;0
2007;ABR;REGIÃO SUDESTE;RIO DE JANEIRO;OLFAR;BIODIESEL;0
2007;MAI;REGIÃO SUDESTE;RIO DE JANEIRO;OLFAR;BIODIESEL;0
2007;ABR;REGIÃO SUL;RIO GRANDE DO SUL;OLEOPLAN;BIODIESEL;0
2007;MAI;REGIÃO SUL;RIO GRANDE DO SUL;OLEOPLAN;BIODIESEL;0
2007;FEV;REGIÃO SUL;RIO GRANDE DO SUL;OLEOPLAN;BIODIESEL;0
2007;MAR;REGIÃO SUL;RIO GRANDE DO SUL;OLEOPLAN;BIODIESEL;0
2007;JUN;REGIÃO SUL;RIO GRANDE DO SUL;OLEOPLAN;BIODIESEL;0
2007;SET;REGIÃO SUL;RIO GRANDE DO SUL;OLEOPLAN;BIODIESEL;1445,091
2007;OUT;REGIÃO SUL;RIO GRANDE DO SUL;OLEOPLAN;BIODIESEL;1130,902
2007;JUL;REGIÃO SUL;RIO GRANDE DO SUL;OLEOPLAN;BIODIESEL;1412,45
2007;AGO;REGIÃO SUL;RIO GRANDE DO SUL;OLEOPLAN;BIODIESEL;970,052
2007;SET;REGIÃO NORDESTE;BAHIA;PETROBRAS (CANDEIAS);BIODIESEL;0
2007;OUT;REGIÃO NORDESTE;BAHIA;PETROBRAS (CANDEIAS);BIODIESEL;0
2007;JUL;REGIÃO NORDESTE;BAHIA;PETROBRAS (CANDEIAS);BIODIESEL;0
2007;AGO;REGIÃO NORDESTE;BAHIA;PETROBRAS (CANDEIAS);BIODIESEL;0
2007;NOV;REGIÃO NORDESTE;BAHIA;PETROBRAS (CANDEIAS);BIODIESEL;0
2007;FEV;REGIÃO SUDESTE;MINAS GERAIS;PETROBRAS (MONTES CLAROS);BIODIESEL;0
2007;MAR;REGIÃO SUDESTE;MINAS GERAIS;PETROBRAS (MONTES CLAROS);BIODIESEL;0
2007;DEZ;REGIÃO NORDESTE;BAHIA;PETROBRAS (CANDEIAS);BIODIESEL;0
2007;JAN;REGIÃO SUDESTE;MINAS GERAIS;PETROBRAS (MONTES CLAROS);BIODIESEL;0
2007;DEZ;REGIÃO NORDESTE;RIO GRANDE DO NORTE;PETROBRAS (GUAMARE);BIODIESEL;0
2007;JAN;REGIÃO NORDESTE;BAHIA;PETROBRAS (CANDEIAS);BIODIESEL;0
2007;OUT;REGIÃO NORDESTE;RIO GRANDE DO NORTE;PETROBRAS (GUAMARE);BIODIESEL;0
2007;NOV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;PETROBRAS (GUAMARE);BIODIESEL;0
2007;FEV;REGIÃO NORDESTE;BAHIA;PETROBRAS (CANDEIAS);BIODIESEL;0
2007;MAI;REGIÃO NORDESTE;BAHIA;PETROBRAS (CANDEIAS);BIODIESEL;0
2007;JUN;REGIÃO NORDESTE;BAHIA;PETROBRAS (CANDEIAS);BIODIESEL;0
2007;MAR;REGIÃO NORDESTE;BAHIA;PETROBRAS (CANDEIAS);BIODIESEL;0
2007;ABR;REGIÃO NORDESTE;BAHIA;PETROBRAS (CANDEIAS);BIODIESEL;0
2007;MAR;REGIÃO SUL;PARANÁ;POTENCIAL;BIODIESEL;0
2007;ABR;REGIÃO SUL;PARANÁ;POTENCIAL;BIODIESEL;0
2007;JAN;REGIÃO SUL;PARANÁ;POTENCIAL;BIODIESEL;0
2007;FEV;REGIÃO SUL;PARANÁ;POTENCIAL;BIODIESEL;0
2007;MAI;REGIÃO SUL;PARANÁ;POTENCIAL;BIODIESEL;0
2007;AGO;REGIÃO SUL;PARANÁ;POTENCIAL;BIODIESEL;0
2007;SET;REGIÃO SUL;PARANÁ;POTENCIAL;BIODIESEL;0
2007;JUN;REGIÃO SUL;PARANÁ;POTENCIAL;BIODIESEL;0
2007;JUL;REGIÃO SUL;PARANÁ;POTENCIAL;BIODIESEL;0
2007;JUN;REGIÃO SUDESTE;MINAS GERAIS;PETROBRAS (MONTES CLAROS);BIODIESEL;0
2007;JUL;REGIÃO SUDESTE;MINAS GERAIS;PETROBRAS (MONTES CLAROS);BIODIESEL;0
2007;ABR;REGIÃO SUDESTE;MINAS GERAIS;PETROBRAS (MONTES CLAROS);BIODIESEL;0
2007;MAI;REGIÃO SUDESTE;MINAS GERAIS;PETROBRAS (MONTES CLAROS);BIODIESEL;0
2007;AGO;REGIÃO SUDESTE;MINAS GERAIS;PETROBRAS (MONTES CLAROS);BIODIESEL;0
2007;NOV;REGIÃO SUDESTE;MINAS GERAIS;PETROBRAS (MONTES CLAROS);BIODIESEL;0
2007;DEZ;REGIÃO SUDESTE;MINAS GERAIS;PETROBRAS (MONTES CLAROS);BIODIESEL;0
2007;SET;REGIÃO SUDESTE;MINAS GERAIS;PETROBRAS (MONTES CLAROS);BIODIESEL;0
2007;OUT;REGIÃO SUDESTE;MINAS GERAIS;PETROBRAS (MONTES CLAROS);BIODIESEL;0
2007;SET;REGIÃO NORDESTE;RIO GRANDE DO NORTE;PETROBRAS (GUAMARE);BIODIESEL;0
2007;AGO;REGIÃO NORTE;RONDÔNIA;OURO VERDE;BIODIESEL;10
2007;SET;REGIÃO NORTE;RONDÔNIA;OURO VERDE;BIODIESEL;12
2007;JUN;REGIÃO NORTE;RONDÔNIA;OURO VERDE;BIODIESEL;0
2007;JUL;REGIÃO NORTE;RONDÔNIA;OURO VERDE;BIODIESEL;6
2007;OUT;REGIÃO NORTE;RONDÔNIA;OURO VERDE;BIODIESEL;17,4
2007;JAN;REGIÃO NORDESTE;CEARÁ;PETROBRAS (QUIXADA);BIODIESEL;0
2007;FEV;REGIÃO NORDESTE;CEARÁ;PETROBRAS (QUIXADA);BIODIESEL;0
2007;NOV;REGIÃO NORTE;RONDÔNIA;OURO VERDE;BIODIESEL;3,6
2007;DEZ;REGIÃO NORTE;RONDÔNIA;OURO VERDE;BIODIESEL;0
2007;NOV;REGIÃO SUDESTE;SÃO PAULO;ORLANDIA;BIODIESEL;0
2007;DEZ;REGIÃO SUDESTE;SÃO PAULO;ORLANDIA;BIODIESEL;0
2007;SET;REGIÃO SUDESTE;SÃO PAULO;ORLANDIA;BIODIESEL;0
2007;OUT;REGIÃO SUDESTE;SÃO PAULO;ORLANDIA;BIODIESEL;0
2007;JAN;REGIÃO NORTE;RONDÔNIA;OURO VERDE;BIODIESEL;0
2007;ABR;REGIÃO NORTE;RONDÔNIA;OURO VERDE;BIODIESEL;50,175
2007;MAI;REGIÃO NORTE;RONDÔNIA;OURO VERDE;BIODIESEL;0
2007;FEV;REGIÃO NORTE;RONDÔNIA;OURO VERDE;BIODIESEL;0
2007;MAR;REGIÃO NORTE;RONDÔNIA;OURO VERDE;BIODIESEL;0
2007;FEV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;PETROBRAS (GUAMARE);BIODIESEL;0
2007;MAR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;PETROBRAS (GUAMARE);BIODIESEL;0
2007;DEZ;REGIÃO NORDESTE;CEARÁ;PETROBRAS (QUIXADA);BIODIESEL;0
2007;JAN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;PETROBRAS (GUAMARE);BIODIESEL;0
2007;ABR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;PETROBRAS (GUAMARE);BIODIESEL;0
2007;JUL;REGIÃO NORDESTE;RIO GRANDE DO NORTE;PETROBRAS (GUAMARE);BIODIESEL;0
2007;AGO;REGIÃO NORDESTE;RIO GRANDE DO NORTE;PETROBRAS (GUAMARE);BIODIESEL;0
2007;MAI;REGIÃO NORDESTE;RIO GRANDE DO NORTE;PETROBRAS (GUAMARE);BIODIESEL;0
2007;JUN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;PETROBRAS (GUAMARE);BIODIESEL;0
2007;MAI;REGIÃO NORDESTE;CEARÁ;PETROBRAS (QUIXADA);BIODIESEL;0
2007;JUN;REGIÃO NORDESTE;CEARÁ;PETROBRAS (QUIXADA);BIODIESEL;0
2007;MAR;REGIÃO NORDESTE;CEARÁ;PETROBRAS (QUIXADA);BIODIESEL;0
2007;ABR;REGIÃO NORDESTE;CEARÁ;PETROBRAS (QUIXADA);BIODIESEL;0
2007;JUL;REGIÃO NORDESTE;CEARÁ;PETROBRAS (QUIXADA);BIODIESEL;0
2007;OUT;REGIÃO NORDESTE;CEARÁ;PETROBRAS (QUIXADA);BIODIESEL;0
2007;NOV;REGIÃO NORDESTE;CEARÁ;PETROBRAS (QUIXADA);BIODIESEL;0
2007;AGO;REGIÃO NORDESTE;CEARÁ;PETROBRAS (QUIXADA);BIODIESEL;0
2007;SET;REGIÃO NORDESTE;CEARÁ;PETROBRAS (QUIXADA);BIODIESEL;0
2007;JUN;REGIÃO NORDESTE;BAHIA;BINATURAL BAHIA;BIODIESEL;0
2007;JUL;REGIÃO NORDESTE;BAHIA;BINATURAL BAHIA;BIODIESEL;0
2007;ABR;REGIÃO NORDESTE;BAHIA;BINATURAL BAHIA;BIODIESEL;0
2007;MAI;REGIÃO NORDESTE;BAHIA;BINATURAL BAHIA;BIODIESEL;0
2007;AGO;REGIÃO NORDESTE;BAHIA;BINATURAL BAHIA;BIODIESEL;0
2007;NOV;REGIÃO NORDESTE;BAHIA;BINATURAL BAHIA;BIODIESEL;0
2007;DEZ;REGIÃO NORDESTE;BAHIA;BINATURAL BAHIA;BIODIESEL;0
2007;SET;REGIÃO NORDESTE;BAHIA;BINATURAL BAHIA;BIODIESEL;0
2007;OUT;REGIÃO NORDESTE;BAHIA;BINATURAL BAHIA;BIODIESEL;0
2007;AGO;REGIÃO CENTRO-OESTE;GOIÁS;BINATURAL;BIODIESEL;0
2007;OUT;REGIÃO CENTRO-OESTE;GOIÁS;BINATURAL;BIODIESEL;0
2007;JUN;REGIÃO CENTRO-OESTE;GOIÁS;BINATURAL;BIODIESEL;0
2007;JUL;REGIÃO CENTRO-OESTE;GOIÁS;BINATURAL;BIODIESEL;0
2007;NOV;REGIÃO CENTRO-OESTE;GOIÁS;BINATURAL;BIODIESEL;0
2007;FEV;REGIÃO NORDESTE;BAHIA;BINATURAL BAHIA;BIODIESEL;0
2007;MAR;REGIÃO NORDESTE;BAHIA;BINATURAL BAHIA;BIODIESEL;0
2007;DEZ;REGIÃO CENTRO-OESTE;GOIÁS;BINATURAL;BIODIESEL;0
2007;JAN;REGIÃO NORDESTE;BAHIA;BINATURAL BAHIA;BIODIESEL;0
2007;DEZ;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;BIOCAR;BIODIESEL;0
2007;JAN;REGIÃO CENTRO-OESTE;MATO GROSSO;BIO OLEO;BIODIESEL;0
2007;OUT;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;BIOCAR;BIODIESEL;0
2007;NOV;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;BIOCAR;BIODIESEL;0
2007;FEV;REGIÃO CENTRO-OESTE;MATO GROSSO;BIO OLEO;BIODIESEL;0
2007;MAI;REGIÃO CENTRO-OESTE;MATO GROSSO;BIO OLEO;BIODIESEL;0
2007;JUN;REGIÃO CENTRO-OESTE;MATO GROSSO;BIO OLEO;BIODIESEL;0
2007;MAR;REGIÃO CENTRO-OESTE;MATO GROSSO;BIO OLEO;BIODIESEL;0
2007;ABR;REGIÃO CENTRO-OESTE;MATO GROSSO;BIO OLEO;BIODIESEL;0
2007;MAR;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;BIOCAR;BIODIESEL;0
2007;ABR;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;BIOCAR;BIODIESEL;0
2007;JAN;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;BIOCAR;BIODIESEL;0
2007;FEV;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;BIOCAR;BIODIESEL;0
2007;MAI;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;BIOCAR;BIODIESEL;0
2007;AGO;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;BIOCAR;BIODIESEL;0
2007;SET;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;BIOCAR;BIODIESEL;0
2007;JUN;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;BIOCAR;BIODIESEL;0
2007;JUL;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;BIOCAR;BIODIESEL;0
2007;MAI;REGIÃO CENTRO-OESTE;GOIÁS;BINATURAL;BIODIESEL;0
2007;MAR;REGIÃO SUL;RIO GRANDE DO SUL;BIANCHINI;BIODIESEL;0
2007;ABR;REGIÃO SUL;RIO GRANDE DO SUL;BIANCHINI;BIODIESEL;0
2007;JAN;REGIÃO SUL;RIO GRANDE DO SUL;BIANCHINI;BIODIESEL;0
2007;FEV;REGIÃO SUL;RIO GRANDE DO SUL;BIANCHINI;BIODIESEL;0
2007;MAI;REGIÃO SUL;RIO GRANDE DO SUL;BIANCHINI;BIODIESEL;0
2007;AGO;REGIÃO SUL;RIO GRANDE DO SUL;BIANCHINI;BIODIESEL;0
2007;SET;REGIÃO SUL;RIO GRANDE DO SUL;BIANCHINI;BIODIESEL;0
2007;JUN;REGIÃO SUL;RIO GRANDE DO SUL;BIANCHINI;BIODIESEL;0
2007;JUL;REGIÃO SUL;RIO GRANDE DO SUL;BIANCHINI;BIODIESEL;0
2007;JUN;REGIÃO SUDESTE;SÃO PAULO;JBS (EX-BRACOL EX-BERTIN);BIODIESEL;0
2007;JUL;REGIÃO SUDESTE;SÃO PAULO;JBS (EX-BRACOL EX-BERTIN);BIODIESEL;0
2007;ABR;REGIÃO SUDESTE;SÃO PAULO;JBS (EX-BRACOL EX-BERTIN);BIODIESEL;0
2007;MAI;REGIÃO SUDESTE;SÃO PAULO;JBS (EX-BRACOL EX-BERTIN);BIODIESEL;0
2007;AGO;REGIÃO SUDESTE;SÃO PAULO;JBS (EX-BRACOL EX-BERTIN);BIODIESEL;532,565
2007;NOV;REGIÃO SUDESTE;SÃO PAULO;JBS (EX-BRACOL EX-BERTIN);BIODIESEL;0
2007;DEZ;REGIÃO SUDESTE;SÃO PAULO;JBS (EX-BRACOL EX-BERTIN);BIODIESEL;0
2007;SET;REGIÃO SUDESTE;SÃO PAULO;JBS (EX-BRACOL EX-BERTIN);BIODIESEL;633,237
2007;OUT;REGIÃO SUDESTE;SÃO PAULO;JBS (EX-BRACOL EX-BERTIN);BIODIESEL;0
2007;OUT;REGIÃO CENTRO-OESTE;MATO GROSSO;BIO BRAZILIAN;BIODIESEL;0
2007;NOV;REGIÃO CENTRO-OESTE;MATO GROSSO;BIO BRAZILIAN;BIODIESEL;0
2007;JUL;REGIÃO CENTRO-OESTE;MATO GROSSO;BIO BRAZILIAN;BIODIESEL;0
2007;AGO;REGIÃO CENTRO-OESTE;MATO GROSSO;BIO BRAZILIAN;BIODIESEL;0
2007;DEZ;REGIÃO CENTRO-OESTE;MATO GROSSO;BIO BRAZILIAN;BIODIESEL;0
2007;MAR;REGIÃO CENTRO-OESTE;GOIÁS;BINATURAL;BIODIESEL;0
2007;ABR;REGIÃO CENTRO-OESTE;GOIÁS;BINATURAL;BIODIESEL;0
2007;JAN;REGIÃO CENTRO-OESTE;GOIÁS;BINATURAL;BIODIESEL;0
2007;FEV;REGIÃO CENTRO-OESTE;GOIÁS;BINATURAL;BIODIESEL;0
2007;DEZ;REGIÃO SUL;RIO GRANDE DO SUL;BIANCHINI;BIODIESEL;0
2007;JAN;REGIÃO CENTRO-OESTE;MATO GROSSO;BIO BRAZILIAN;BIODIESEL;0
2007;OUT;REGIÃO SUL;RIO GRANDE DO SUL;BIANCHINI;BIODIESEL;0
2007;NOV;REGIÃO SUL;RIO GRANDE DO SUL;BIANCHINI;BIODIESEL;0
2007;FEV;REGIÃO CENTRO-OESTE;MATO GROSSO;BIO BRAZILIAN;BIODIESEL;0
2007;MAI;REGIÃO CENTRO-OESTE;MATO GROSSO;BIO BRAZILIAN;BIODIESEL;0
2007;JUN;REGIÃO CENTRO-OESTE;MATO GROSSO;BIO BRAZILIAN;BIODIESEL;0
2007;MAR;REGIÃO CENTRO-OESTE;MATO GROSSO;BIO BRAZILIAN;BIODIESEL;0
2007;ABR;REGIÃO CENTRO-OESTE;MATO GROSSO;BIO BRAZILIAN;BIODIESEL;0
2007;JUL;REGIÃO SUDESTE;MINAS GERAIS;B 100 (EX-BIOMINAS);BIODIESEL;0
2007;AGO;REGIÃO SUDESTE;MINAS GERAIS;B 100 (EX-BIOMINAS);BIODIESEL;0
2007;MAI;REGIÃO SUDESTE;MINAS GERAIS;B 100 (EX-BIOMINAS);BIODIESEL;0
2007;JUN;REGIÃO SUDESTE;MINAS GERAIS;B 100 (EX-BIOMINAS);BIODIESEL;0
2007;SET;REGIÃO SUDESTE;MINAS GERAIS;B 100 (EX-BIOMINAS);BIODIESEL;0
2007;DEZ;REGIÃO SUDESTE;MINAS GERAIS;B 100 (EX-BIOMINAS);BIODIESEL;0
2007;JAN;REGIÃO SUL;PARANÁ;BIOPAR BIOENERGIA;BIODIESEL;0
2007;OUT;REGIÃO SUDESTE;MINAS GERAIS;B 100 (EX-BIOMINAS);BIODIESEL;0
2007;NOV;REGIÃO SUDESTE;MINAS GERAIS;B 100 (EX-BIOMINAS);BIODIESEL;0
2007;OUT;REGIÃO CENTRO-OESTE;GOIÁS;BIONASA;BIODIESEL;0
2007;NOV;REGIÃO CENTRO-OESTE;GOIÁS;BIONASA;BIODIESEL;0
2007;AGO;REGIÃO CENTRO-OESTE;GOIÁS;BIONASA;BIODIESEL;0
2007;SET;REGIÃO CENTRO-OESTE;GOIÁS;BIONASA;BIODIESEL;0
2007;DEZ;REGIÃO CENTRO-OESTE;GOIÁS;BIONASA;BIODIESEL;0
2007;MAR;REGIÃO SUDESTE;MINAS GERAIS;B 100 (EX-BIOMINAS);BIODIESEL;0
2007;ABR;REGIÃO SUDESTE;MINAS GERAIS;B 100 (EX-BIOMINAS);BIODIESEL;0
2007;JAN;REGIÃO SUDESTE;MINAS GERAIS;B 100 (EX-BIOMINAS);BIODIESEL;0
2007;FEV;REGIÃO SUDESTE;MINAS GERAIS;B 100 (EX-BIOMINAS);BIODIESEL;0
2007;JAN;REGIÃO CENTRO-OESTE;MATO GROSSO;BIOPAR PARECIS;BIODIESEL;0
2007;FEV;REGIÃO CENTRO-OESTE;MATO GROSSO;BIOPAR PARECIS;BIODIESEL;0
